"tableID","variableID","stub"
"B02015","B02015_018","Pakistani "
"B02015","B02015_019","Sri Lankan "
"B02015","B02015_020","Taiwanese "
"B02015","B02015_021","Thai "
"B02015","B02015_022","Vietnamese "
"B02015","B02015_023","Other Asian, specified"
"B02015","B02015_024","Other Asian, not specified"
"B02015","B02015_025","Two or more Asian"
"C02015","C02015_001","Total:"
"C02015","C02015_002","Asian Indian "
"C02015","C02015_003","Chinese "
"C02015","C02015_004","Filipino "
"C02015","C02015_005","Japanese "
"C02015","C02015_006","Korean"
"C02015","C02015_007","Vietnamese"
"C02015","C02015_008","Other Asian"
"B02016","B02016_001","Total:"
"B02016","","Polynesian:"
"B02016","B02016_002","Native Hawaiian "
"B02016","B02016_003","Samoan "
"B02016","B02016_004","Tongan "
"B02016","B02016_005","Other Polynesian"
"B02016","","Micronesian:"
"B02016","B02016_006","Guamanian or Chamorro"
"B02016","B02016_007","Marshallese "
"B02016","B02016_008","Other Micronesian"
"B02016","","Melanesian:"
"B02016","B02016_009","Fijian"
"B02016","B02016_010","Other Melanesian"
"B02016","B02016_011","Other Pacific Islander, not specified (check box only)"
"B02016","B02016_012","Two or More NHPI"
"C02016","C02016_001","Total:"
"C02016","C02016_002","Native Hawaiian "
"C02016","C02016_003","Samoan "
"C02016","C02016_004","Guamanian or Chamorro"
"C02016","C02016_005","Other Pacific Islander "
"B02017","B02017_001","Total Groups Tallied:"
"B02017","B02017_002","American Indian tribes, specified:"
"B02017","B02017_003","Apache"
"B02017","B02017_004","Arapaho"
"B02017","B02017_005","Blackfeet       "
"B02017","B02017_006","Canadian and French American Indian"
"B02017","B02017_007","Central American Indian"
"B02017","B02017_008","Cherokee"
"B02017","B02017_009","Cheyenne"
"B02017","B02017_010","Chickasaw"
"B02017","B02017_011","Chippewa"
"B02017","B02017_012","Choctaw"
"B02017","B02017_013","Colville"
"B02017","B02017_014","Comanche"
"B02017","B02017_015","Cree"
"B02017","B02017_016","Creek"
"B02017","B02017_017","Crow"
"B02017","B02017_018","Delaware     "
"B02017","B02017_019","Hopi"
"B02017","B02017_020","Houma"
"B02017","B02017_021","Iroquois"
"B02017","B02017_022","Kiowa"
"B02017","B02017_023","Lumbee      "
"B02017","B02017_024","Menominee"
"B02017","B02017_025","Mexican American Indian"
"B02017","B02017_026","Navajo"
"B02017","B02017_027","Osage"
"B02017","B02017_028","Ottawa"
"B02017","B02017_029","Paiute"
"B02017","B02017_030","Pima"
"B02017","B02017_031","Potawatomi"
"B02017","B02017_032","Pueblo"
"B02017","B02017_033","Puget Sound Salish"
"B02017","B02017_034","Seminole"
"B02017","B02017_035","Shoshone"
"B02017","B02017_036","Sioux"
"B02017","B02017_037","South American Indian"
"B02017","B02017_038","Spanish American Indian"
"B02017","B02017_039","Tohono O'Odham"
"B02017","B02017_040","Ute"
"B02017","B02017_041","Yakama"
"B02017","B02017_042","Yaqui"
"B02017","B02017_043","Yuman"
"B02017","B02017_044","All other American Indian tribes (with only one tribe reported)"
"B02017","B02017_045","American Indian tribes, not specified"
"B02017","B02017_046","Alaska Native tribes, specified:"
"B02017","B02017_047","Alaskan Athabascan"
"B02017","B02017_048","Aleut"
"B02017","B02017_049","Inupiat"
"B02017","B02017_050","Tlingit-Haida"
"B02017","B02017_051","Tsimshian"
"B02017","B02017_052","Yup'ik"
"B02017","B02017_053","Alaska Native tribes, not specified"
"B02017","B02017_054","American Indian or Alaska Native tribes, not specified"
"B02018","B02018_001","Total Groups Tallied: "
"B02018","B02018_002","Asian Indian "
"B02018","B02018_003","Bangladeshi "
"B02018","B02018_004","Bhutanese"
"B02018","B02018_005","Burmese"
"B02018","B02018_006","Cambodian "
"B02018","B02018_007","Chinese, except Taiwanese "
"B02018","B02018_008","Filipino "
"B02018","B02018_009","Hmong "
"B02018","B02018_010","Indonesian"
"B02018","B02018_011","Japanese "
"B02018","B02018_012","Korean "
"B02018","B02018_013","Laotian "
"B02018","B02018_014","Malaysian "
"B02018","B02018_015","Mongolian"
"B02018","B02018_016","Nepalese"
"B02018","B02018_017","Okinawan"
"B02018","B02018_018","Pakistani "
"B02018","B02018_019","Sri Lankan "
"B02018","B02018_020","Taiwanese "
"B02018","B02018_021","Thai "
"B02018","B02018_022","Vietnamese "
"B02018","B02018_023","Other Asian, specified"
"B02018","B02018_024","Other Asian, not specified"
"B02019","B02019_001","Total Groups Tallied:"
"B02019","","Polynesian:"
"B02019","B02019_002","Native Hawaiian "
"B02019","B02019_003","Samoan "
"B02019","B02019_004","Tongan "
"B02019","B02019_005","Other Polynesian"
"B02019","","Micronesian:"
"B02019","B02019_006","Guamanian or Chamorro"
"B02019","B02019_007","Marshallese "
"B02019","B02019_008","Other Micronesian"
"B02019","","Melanesian:"
"B02019","B02019_009","Fijian"
"B02019","B02019_010","Other Melanesian"
"B02019","B02019_011","Other Pacific Islander, not specified "
"B03001","B03001_001","Total:"
"B03001","B03001_002","Not Hispanic or Latino"
"B03001","B03001_003","Hispanic or Latino:"
"B03001","B03001_004","Mexican"
"B03001","B03001_005","Puerto Rican"
"B03001","B03001_006","Cuban"
"B03001","B03001_007","Dominican (Dominican Republic)"
"B03001","B03001_008","Central American:"
"B03001","B03001_009","Costa Rican"
"B03001","B03001_010","Guatemalan"
"B03001","B03001_011","Honduran"
"B03001","B03001_012","Nicaraguan"
"B03001","B03001_013","Panamanian"
"B03001","B03001_014","Salvadoran"
"B03001","B03001_015","Other Central American"
"B03001","B03001_016","South American:"
"B03001","B03001_017","Argentinean"
"B03001","B03001_018","Bolivian"
"B03001","B03001_019","Chilean"
"B03001","B03001_020","Colombian"
"B03001","B03001_021","Ecuadorian"
"B03001","B03001_022","Paraguayan"
"B03001","B03001_023","Peruvian"
"B03001","B03001_024","Uruguayan"
"B03001","B03001_025","Venezuelan"
"B03001","B03001_026","Other South American"
"B03001","B03001_027","Other Hispanic or Latino:"
"B03001","B03001_028","Spaniard"
"B03001","B03001_029","Spanish"
"B03001","B03001_030","Spanish American"
"B03001","B03001_031","All other Hispanic or Latino"
"C03001","C03001_001","Total:"
"C03001","C03001_002","Not Hispanic or Latino"
"C03001","C03001_003","Hispanic or Latino:"
"C03001","C03001_004","Mexican"
"C03001","C03001_005","Puerto Rican"
"C03001","C03001_006","Cuban"
"C03001","C03001_007","Dominican (Dominican Republic)"
"C03001","C03001_008","Central American"
"C03001","C03001_009","South American"
"C03001","C03001_010","Other Hispanic or Latino"
"B03002","B03002_001","Total:"
"B03002","B03002_002","Not Hispanic or Latino:"
"B03002","B03002_003","White alone"
"B03002","B03002_004","Black or African American alone"
"B03002","B03002_005","American Indian and Alaska Native alone"
"B03002","B03002_006","Asian alone"
"B03002","B03002_007","Native Hawaiian and Other Pacific Islander alone"
"B03002","B03002_008","Some other race alone"
"B03002","B03002_009","Two or more races:"
"B03002","B03002_010","Two races including Some other race"
"B03002","B03002_011","Two races excluding Some other race, and three or more races"
"B03002","B03002_012","Hispanic or Latino:"
"B03002","B03002_013","White alone"
"B03002","B03002_014","Black or African American alone"
"B03002","B03002_015","American Indian and Alaska Native alone"
"B03002","B03002_016","Asian alone"
"B03002","B03002_017","Native Hawaiian and Other Pacific Islander alone"
"B03002","B03002_018","Some other race alone"
"B03002","B03002_019","Two or more races:"
"B03002","B03002_020","Two races including Some other race"
"B03002","B03002_021","Two races excluding Some other race, and three or more races"
"C03002","C03002_001","Total:"
"C03002","C03002_002","Not Hispanic or Latino:"
"C03002","C03002_003","White alone"
"C03002","C03002_004","Black or African American alone"
"C03002","C03002_005","American Indian and Alaska Native alone"
"C03002","C03002_006","Asian alone"
"C03002","C03002_007","Native Hawaiian and Other Pacific Islander alone"
"C03002","C03002_008","Some other race alone"
"C03002","C03002_009","Two or more races:"
"C03002","C03002_010","Two races including Some other race"
"C03002","C03002_011","Two races excluding Some other race, and three or more races"
"C03002","C03002_012","Hispanic or Latino"
"B03003","B03003_001","Total:"
"B03003","B03003_002","Not Hispanic or Latino"
"B03003","B03003_003","Hispanic or Latino"
"B04004","B04004_001","Total:"
"B04004","B04004_002","Afghan "
"B04004","B04004_003","Albanian "
"B04004","B04004_004","Alsatian "
"B04004","B04004_005","American "
"B04004","B04004_006","Arab:"
"B04004","B04004_007","Egyptian "
"B04004","B04004_008","Iraqi "
"B04004","B04004_009","Jordanian "
"B04004","B04004_010","Lebanese "
"B04004","B04004_011","Moroccan "
"B04004","B04004_012","Palestinian "
"B04004","B04004_013","Syrian "
"B04004","B04004_014","Arab "
"B04004","B04004_015","Other Arab "
"B04004","B04004_016","Armenian "
"B04004","B04004_017","Assyrian/Chaldean/Syriac "
"B04004","B04004_018","Australian "
"B04004","B04004_019","Austrian "
"B04004","B04004_020","Basque "
"B04004","B04004_021","Belgian "
"B04004","B04004_022","Brazilian "
"B04004","B04004_023","British "
"B04004","B04004_024","Bulgarian "
"B04004","B04004_025","Cajun "
"B04004","B04004_026","Canadian "
"B04004","B04004_027","Carpatho Rusyn "
"B04004","B04004_028","Celtic "
"B04004","B04004_029","Croatian "
"B04004","B04004_030","Cypriot "
"B04004","B04004_031","Czech "
"B04004","B04004_032","Czechoslovakian "
"B04004","B04004_033","Danish "
"B04004","B04004_034","Dutch "
"B04004","B04004_035","Eastern European "
"B04004","B04004_036","English "
"B04004","B04004_037","Estonian "
"B04004","B04004_038","European "
"B04004","B04004_039","Finnish "
"B04004","B04004_040","French (except Basque) "
"B04004","B04004_041","French Canadian "
"B04004","B04004_042","German "
"B04004","B04004_043","German Russian "
"B04004","B04004_044","Greek "
"B04004","B04004_045","Guyanese "
"B04004","B04004_046","Hungarian "
"B04004","B04004_047","Icelander "
"B04004","B04004_048","Iranian "
"B04004","B04004_049","Irish "
"B04004","B04004_050","Israeli "
"B04004","B04004_051","Italian "
"B04004","B04004_052","Latvian "
"B04004","B04004_053","Lithuanian "
"B04004","B04004_054","Luxemburger "
"B04004","B04004_055","Macedonian "
"B04004","B04004_056","Maltese "
"B04004","B04004_057","New Zealander "
"B04004","B04004_058","Northern European "
"B04004","B04004_059","Norwegian "
"B04004","B04004_060","Pennsylvania German "
"B04004","B04004_061","Polish "
"B04004","B04004_062","Portuguese "
"B04004","B04004_063","Romanian "
"B04004","B04004_064","Russian "
"B04004","B04004_065","Scandinavian "
"B04004","B04004_066","Scotch-Irish "
"B04004","B04004_067","Scottish "
"B04004","B04004_068","Serbian "
"B04004","B04004_069","Slavic "
"B04004","B04004_070","Slovak "
"B04004","B04004_071","Slovene "
"B04004","B04004_072","Soviet Union "
"B04004","B04004_073","Subsaharan African:"
"B04004","B04004_074","Cape Verdean "
"B04004","B04004_075","Ethiopian "
"B04004","B04004_076","Ghanaian "
"B04004","B04004_077","Kenyan "
"B04004","B04004_078","Liberian "
"B04004","B04004_079","Nigerian "
"B04004","B04004_080","Senegalese "
"B04004","B04004_081","Sierra Leonean "
"B04004","B04004_082","Somali "
"B04004","B04004_083","South African "
"B04004","B04004_084","Sudanese "
"B04004","B04004_085","Ugandan "
"B04004","B04004_086","Zimbabwean "
"B04004","B04004_087","African "
"B04004","B04004_088","Other Subsaharan African "
"B04004","B04004_089","Swedish "
"B04004","B04004_090","Swiss "
"B04004","B04004_091","Turkish "
"B04004","B04004_092","Ukrainian "
"B04004","B04004_093","Welsh "
"B04004","B04004_094","West Indian (except Hispanic groups):"
"B04004","B04004_095","Bahamian "
"B04004","B04004_096","Barbadian "
"B04004","B04004_097","Belizean "
"B04004","B04004_098","Bermudan "
"B04004","B04004_099","British West Indian "
"B04004","B04004_100","Dutch West Indian "
"B04004","B04004_101","Haitian "
"B04004","B04004_102","Jamaican "
"B04004","B04004_103","Trinidadian and Tobagonian "
"B04004","B04004_104","U.S. Virgin Islander "
"B04004","B04004_105","West Indian "
"B04004","B04004_106","Other West Indian "
"B04004","B04004_107","Yugoslavian "
"B04004","B04004_108","Other groups "
"C04004","C04004_001","Total:"
"C04004","C04004_002","American"
"C04004","C04004_003","Arab"
"C04004","C04004_004","British"
"C04004","C04004_005","Czech"
"C04004","C04004_006","Danish"
"C04004","C04004_007","Dutch"
"C04004","C04004_008","English"
"C04004","C04004_009","European "
"C04004","C04004_010","French (except Basque)"
"C04004","C04004_011","French Canadian"
"C04004","C04004_012","German"
"C04004","C04004_013","Greek"
"C04004","C04004_014","Hungarian"
"C04004","C04004_015","Irish"
"C04004","C04004_016","Italian"
"C04004","C04004_017","Lithuanian"
"C04004","C04004_018","Norwegian"
"C04004","C04004_019","Polish"
"C04004","C04004_020","Portuguese"
"C04004","C04004_021","Russian"
"C04004","C04004_022","Scotch-Irish"
"C04004","C04004_023","Scottish"
"C04004","C04004_024","Slovak"
"C04004","C04004_025","Subsaharan African"
"C04004","C04004_026","Swedish"
"C04004","C04004_027","Swiss"
"C04004","C04004_028","Ukrainian"
"C04004","C04004_029","Welsh"
"C04004","C04004_030","West Indian (except Hispanic groups)"
"C04004","C04004_031","Other groups"
"B04005","B04005_001","Total:"
"B04005","B04005_002","Afghan "
"B04005","B04005_003","Albanian "
"B04005","B04005_004","Alsatian "
"B04005","B04005_005","American "
"B04005","B04005_006","Arab:"
"B04005","B04005_007","Egyptian "
"B04005","B04005_008","Iraqi "
"B04005","B04005_009","Jordanian "
"B04005","B04005_010","Lebanese "
"B04005","B04005_011","Moroccan "
"B04005","B04005_012","Palestinian "
"B04005","B04005_013","Syrian "
"B04005","B04005_014","Arab "
"B04005","B04005_015","Other Arab "
"B04005","B04005_016","Armenian "
"B04005","B04005_017","Assyrian/Chaldean/Syriac "
"B04005","B04005_018","Australian "
"B04005","B04005_019","Austrian "
"B04005","B04005_020","Basque "
"B04005","B04005_021","Belgian "
"B04005","B04005_022","Brazilian "
"B04005","B04005_023","British "
"B04005","B04005_024","Bulgarian "
"B04005","B04005_025","Cajun "
"B04005","B04005_026","Canadian "
"B04005","B04005_027","Carpatho Rusyn "
"B04005","B04005_028","Celtic "
"B04005","B04005_029","Croatian "
"B04005","B04005_030","Cypriot "
"B04005","B04005_031","Czech "
"B04005","B04005_032","Czechoslovakian "
"B04005","B04005_033","Danish "
"B04005","B04005_034","Dutch "
"B04005","B04005_035","Eastern European "
"B04005","B04005_036","English "
"B04005","B04005_037","Estonian "
"B04005","B04005_038","European "
"B04005","B04005_039","Finnish "
"B04005","B04005_040","French (except Basque) "
"B04005","B04005_041","French Canadian "
"B04005","B04005_042","German "
"B04005","B04005_043","German Russian "
"B04005","B04005_044","Greek "
"B04005","B04005_045","Guyanese "
"B04005","B04005_046","Hungarian "
"B04005","B04005_047","Icelander "
"B04005","B04005_048","Iranian "
"B04005","B04005_049","Irish "
"B04005","B04005_050","Israeli "
"B04005","B04005_051","Italian "
"B04005","B04005_052","Latvian "
"B04005","B04005_053","Lithuanian "
"B04005","B04005_054","Luxemburger "
"B04005","B04005_055","Macedonian "
"B04005","B04005_056","Maltese "
"B04005","B04005_057","New Zealander "
"B04005","B04005_058","Northern European "
"B04005","B04005_059","Norwegian "
"B04005","B04005_060","Pennsylvania German "
"B04005","B04005_061","Polish "
"B04005","B04005_062","Portuguese "
"B04005","B04005_063","Romanian "
"B04005","B04005_064","Russian "
"B04005","B04005_065","Scandinavian "
"B04005","B04005_066","Scotch-Irish "
"B04005","B04005_067","Scottish "
"B04005","B04005_068","Serbian "
"B04005","B04005_069","Slavic "
"B04005","B04005_070","Slovak "
"B04005","B04005_071","Slovene "
"B04005","B04005_072","Soviet Union "
"B04005","B04005_073","Subsaharan African:"
"B04005","B04005_074","Cape Verdean "
"B04005","B04005_075","Ethiopian "
"B04005","B04005_076","Ghanaian "
"B04005","B04005_077","Kenyan "
"B04005","B04005_078","Liberian "
"B04005","B04005_079","Nigerian "
